timestamp,equipment_id,production_rate,shift,operator_id,ambient_temperature,ambient_humidity
2020-01-01,Machine_19072,91.06357328656946,B,OP_006,29.443314980536805,72.9179915783386
2020-01-01,Machine_23839,86.8616136873071,B,OP_008,26.783770678769326,38.62721325082875
2020-01-01,Machine_L47609,89.25300585701493,A,OP_015,26.421642509154474,53.97371974220529
2020-01-01,Machine_L54296,85.45480706675995,C,OP_018,33.72480301769731,32.03196366887734
2020-01-01,Machine_L57065,86.03958125738328,B,OP_018,16.71751716977917,77.53967699538663
2020-01-01,Machine_H36466,80.42523097483885,A,OP_018,27.660664601402665,58.531194481677886
2020-01-01,Machine_L47327,92.13320068589921,B,OP_018,21.955839348159433,50.65244573830958
2020-01-01,Machine_16302,97.23200446643514,B,OP_012,30.93301104307581,78.20999283386045
2020-01-01,Machine_L52067,83.07972347813923,B,OP_019,19.003460730156938,44.63332922743087
2020-01-01,Machine_20904,96.21042559838745,A,OP_013,22.510242886024923,51.33629651178477
2020-01-01,Machine_L56150,98.89135496326266,C,OP_006,32.32911298519174,64.41578841538876
2020-01-01,Machine_L54400,91.5229882257216,A,OP_004,22.603248087575665,62.12775706442624
2020-01-01,Machine_24325,82.44368584126353,C,OP_018,24.091700834525465,64.94314948279661
2020-01-01,Machine_16306,88.70213698655465,C,OP_019,24.467836610774842,68.14729998876011
2020-01-01,Machine_22419,91.48353188689222,C,OP_008,31.94232257726041,58.53826737925723
2020-01-01,Machine_L50414,95.12956911999365,A,OP_002,18.4680472988774,57.39861601251425
2020-01-01,Machine_L56164,93.53692833124701,B,OP_019,33.664167019236984,69.44708988520026
2020-01-01,Machine_H30141,96.53694447485546,C,OP_006,17.33627997895499,73.43793984830046
2020-01-01,Machine_L49275,84.38970853326123,A,OP_015,27.505442909495738,34.213747992424786
2020-01-01,Machine_L50597,82.41681673444994,C,OP_002,21.685926872436028,63.32922812466628
2020-01-01,Machine_L54537,83.22795019345595,C,OP_002,34.24173964335517,62.0004723004314
2020-01-01,Machine_L55108,98.50592615918659,B,OP_009,17.196873688207198,63.68467039045967
2020-01-01,Machine_L56182,96.47381278923999,B,OP_010,23.414251835456845,37.66421995396317
2020-01-01,Machine_L56699,96.16383851684296,C,OP_004,20.35904758358857,41.173651437384976
2020-01-01,Machine_L47647,88.91824186169225,A,OP_001,16.693441814692683,39.580304703387085
2020-01-01,Machine_21764,92.0134838869184,C,OP_009,15.66671663874657,59.042199042542876
2020-01-01,Machine_L49420,91.3247116866983,B,OP_007,24.98093253873942,65.81569546230736
2020-01-01,Machine_L48349,98.19884328843867,A,OP_002,22.056494720068603,69.25396183551089
2020-01-01,Machine_L53320,96.90789754661701,B,OP_006,24.562729486334838,41.64956950567989
2020-01-01,Machine_L49933,87.32722114700917,C,OP_002,33.54345309208563,61.87759556130805
2020-01-01,Machine_H32498,90.30768652262412,A,OP_010,27.96058583820836,77.82313579606796
2020-01-01,Machine_L48758,98.17911110739952,B,OP_008,32.75221542277198,51.611159380995275
2020-01-01,Machine_19851,80.39059499618568,C,OP_004,18.859009426037026,60.97450935110949
2020-01-01,Machine_16264,97.36149784852289,A,OP_011,30.622133386166265,63.90463904714084
2020-01-01,Machine_L50624,81.38573797856645,B,OP_002,28.36430620795,65.85927840942801
2020-01-01,Machine_L49789,80.94217883695889,C,OP_015,20.147741925090997,61.98863371911391
2020-01-01,Machine_L50335,89.73304894381245,B,OP_008,26.975388781080394,45.24577569515256
2020-01-01,Machine_L52355,85.05809277972152,A,OP_010,33.68245853596831,47.965662293427144
2020-01-01,Machine_H35783,91.36878816510603,B,OP_002,27.523038240979325,73.49975857652973
2020-01-01,Machine_20528,99.68370120970484,A,OP_018,28.298097466473607,61.895329444305915
2020-01-01,Machine_H32675,84.42676845962123,A,OP_007,34.76815494662664,79.12161093943675
2020-01-01,Machine_L52048,81.62111013161885,A,OP_002,28.89562471238735,54.953524773466725
2020-01-01,Machine_21750,80.90088658545194,B,OP_016,34.16045355993464,54.632555093182205
2020-01-01,Machine_20043,90.36134778559976,B,OP_002,20.036965106732374,52.34361184946419
2020-01-01,Machine_L49268,89.91883161229386,C,OP_014,25.00360603733631,37.14794552100744
2020-01-01,Machine_H38726,99.86333278151034,C,OP_004,20.477769768062906,37.9755613575315
2020-01-01,Machine_L54338,87.11615489612663,C,OP_010,30.02731502988344,33.57782599453059
2020-01-01,Machine_L53447,80.49736609068567,C,OP_008,33.86392998890684,49.06589364120422
2020-01-01,Machine_L48795,82.99228255178616,B,OP_019,32.15623714037379,50.72839995041971
2020-01-01,Machine_L52352,82.80160679811523,C,OP_011,31.632619612268893,72.37441868641707
2020-01-01,Machine_L49104,93.11336514067173,A,OP_005,34.38603213326665,69.49252634934464
2020-01-01,Machine_L53188,98.49422635817729,A,OP_013,27.57809862267235,52.36512232305765
2020-01-01,Machine_L50223,96.40745524758061,A,OP_002,33.20433834705757,52.07355753808257
2020-01-01,Machine_L47897,91.27405668201634,A,OP_017,29.649689916775756,71.33919887746319
2020-01-01,Machine_15717,88.76252208330746,B,OP_008,20.921654419015425,37.525457963951915
2020-01-01,Machine_L57163,80.60433688727893,C,OP_007,34.525820525735824,44.63612711126895
2020-01-01,Machine_18508,99.20578963488362,C,OP_015,18.28165408581723,79.02719869158449
2020-01-01,Machine_19557,98.09117506536973,B,OP_019,29.806314553166757,40.981394061358195
2020-01-01,Machine_21849,81.02298583190543,C,OP_001,16.89451649176239,67.12071892747349
2020-01-01,Machine_22260,94.74448537402104,A,OP_016,24.127262368596057,71.92511735865588
2020-01-01,Machine_L47713,99.06573884938857,A,OP_009,21.885059661500605,43.26771910457376
2020-01-01,Machine_H32148,81.2998240238683,C,OP_010,21.24232501095383,45.2728791984785
2020-01-01,Machine_L50617,92.02753783653891,C,OP_011,32.17663400358992,60.348515740449265
2020-01-01,Machine_17730,94.48481961106887,A,OP_019,34.39853658344289,65.03711074080054
2020-01-01,Machine_L49931,92.56399459030754,B,OP_014,28.85694906287179,76.64027523692977
2020-01-01,Machine_L49840,98.64933610860848,A,OP_019,21.690391142380818,39.40248885149116
2020-01-01,Machine_18694,98.32438581367083,A,OP_019,22.495463907501552,47.416233119577306
2020-01-01,Machine_19526,80.49867913149755,B,OP_003,20.949021302838528,69.11337142882479
2020-01-01,Machine_L54868,85.0270966251793,C,OP_003,21.474652049695166,31.547908702378066
2020-01-01,Machine_H29581,80.56291328314734,C,OP_002,16.162146275632658,79.1075537061885
2020-01-01,Machine_L53768,89.03504206362229,B,OP_008,26.14127535592336,79.14398742266062
2020-01-01,Machine_L56247,98.25970412700984,A,OP_006,29.31724053704031,36.96066652318511
2020-01-01,Machine_L55178,80.56565594508237,A,OP_006,18.738812800107006,36.752168582311185
2020-01-01,Machine_H33443,98.68692878317245,B,OP_019,17.36375320769331,63.00712773052482
2020-01-01,Machine_24031,89.39236220247565,B,OP_008,25.61021598266918,32.21092313625956
2020-01-01,Machine_H31850,88.96566152918062,B,OP_016,20.08427860878404,78.92897264166965
2020-01-01,Machine_L54733,86.76545959838039,A,OP_016,26.430748653759863,49.469519619001176
2020-01-01,Machine_L54382,91.34372923084894,C,OP_003,23.93684339902974,58.135449939282296
2020-01-01,Machine_L55418,88.47286348601159,B,OP_013,32.427033564087836,33.52066388096764
2020-01-01,Machine_H29466,99.56984193594879,C,OP_001,34.07810622536878,69.20351397851098
2020-01-01,Machine_L48598,94.61640111819901,A,OP_015,26.71614465400159,79.21104711408401
2020-01-01,Machine_L48230,84.86875787588187,A,OP_011,18.793535710375878,38.09229874669433
2020-01-01,Machine_L52072,98.9905736469868,B,OP_002,19.184820440496313,47.90775387640173
2020-01-01,Machine_L55102,97.099510302231,B,OP_019,22.197797271311728,40.833125140553975
2020-01-01,Machine_L53622,96.52028480859467,B,OP_019,24.770283703375746,73.8480624567146
2020-01-01,Machine_L51149,95.563822575046,B,OP_008,18.321432949033138,47.94032505161733
2020-01-01,Machine_16879,96.29348649543059,A,OP_017,19.60502448231937,50.99950327185107
2020-01-01,Machine_23216,82.89594318631573,A,OP_019,27.346082429974775,61.69402345008788
2020-01-01,Machine_L53981,88.98806437991803,A,OP_009,25.800352504681584,71.53839557179104
2020-01-01,Machine_L47428,94.66733935964608,C,OP_002,19.897430037853283,68.54901415240232
2020-01-01,Machine_L52339,93.21222263898785,B,OP_005,24.753731545891227,44.6366256072492
2020-01-01,Machine_L48925,81.70106455350911,C,OP_005,26.4486969270162,69.64517923996866
2020-01-01,Machine_L49148,91.93403208017236,A,OP_001,32.58317869553626,48.057003658256946
2020-01-01,Machine_16374,80.15679641244803,A,OP_009,16.39752094077316,76.88108988584497
2020-01-01,Machine_L50629,98.22059491837243,C,OP_016,23.22509550295794,69.31168092189898
2020-01-01,Machine_L55479,86.3787938468048,A,OP_003,18.52170037113185,36.04897358181851
2020-01-01,Machine_H37795,98.09290264070455,A,OP_010,26.368087204337186,47.5633108404925
2020-01-01,Machine_L51592,88.03343168660206,A,OP_017,16.877837242605697,31.229699686991825
2020-01-01,Machine_L56766,97.91904274557837,A,OP_007,25.570128085432025,43.90470447459138
2020-01-01,Machine_L49292,96.72903827694891,C,OP_005,24.398493328806058,46.00460425499263
2020-01-01,Machine_L51612,81.98982144468573,B,OP_002,31.502528348034424,64.13860165937496
2020-01-01,Machine_L54671,95.25751380435631,C,OP_016,25.133657456604116,42.672600284959756
2020-01-01,Machine_H33390,81.27765003357095,C,OP_013,18.049567544345916,55.72235257692136
2020-01-01,Machine_18926,94.48734338566835,B,OP_016,30.083914959543982,64.9814812838871
2020-01-01,Machine_L47846,90.36204943739983,A,OP_010,33.05097674086409,53.19295836827999
2020-01-01,Machine_18759,81.4145538166117,B,OP_002,24.918524380944316,31.412789577984558
2020-01-01,Machine_20908,80.67038262023708,A,OP_002,15.975476132415697,74.42936370649214
2020-01-01,Machine_H34175,85.78934546193982,A,OP_006,27.62542910854448,60.76151712075415
2020-01-01,Machine_L49923,97.99506509682467,C,OP_007,30.730493235094215,35.91980917740895
2020-01-01,Machine_L49577,82.78336561089645,A,OP_009,19.148460640491432,60.57488024277208
2020-01-01,Machine_H33389,89.47502712035666,A,OP_011,29.381721690762795,72.87315774648079
2020-01-01,Machine_L55802,96.63039844429865,A,OP_013,17.505091760879953,62.56812882150072
2020-01-01,Machine_L51761,82.80825242006547,B,OP_007,19.291797567851212,38.46989774396307
2020-01-01,Machine_15557,89.07015392870805,C,OP_008,24.11925658130675,38.17175903148094
2020-01-01,Machine_L51426,89.54792657306511,C,OP_018,26.545726295536383,79.16633849274402
2020-01-01,Machine_L52960,88.91916093234501,B,OP_019,28.665287037587216,58.85496469641568
2020-01-01,Machine_22800,80.49101451471316,A,OP_008,19.614608107759356,49.330392152094234
2020-01-01,Machine_19299,92.44201602442045,B,OP_014,33.41122900788619,60.64261553463036
2020-01-01,Machine_L54276,86.05910850270388,B,OP_001,33.83235835684307,68.14798473010245
2020-01-01,Machine_L49877,80.86886320890946,B,OP_009,16.57409632621164,76.34516366442688
2020-01-01,Machine_L53774,97.44804543394464,A,OP_007,31.047959684314723,73.89027942518118
2020-01-01,Machine_L47306,85.1358994151405,C,OP_002,32.05053256627134,39.29693997229476
2020-01-01,Machine_L52475,82.9530188315442,B,OP_017,28.443721047682768,49.73415442212961
2020-01-01,Machine_L55502,93.41379842185299,B,OP_013,29.657987621184787,66.3691169448832
2020-01-01,Machine_L56187,85.25539636041407,B,OP_018,20.857241464593038,48.42069203095008
2020-01-01,Machine_L48647,80.01337884128871,B,OP_016,25.74086905275695,72.23812993765304
2020-01-01,Machine_18655,94.52185945301754,C,OP_007,20.436316813022998,60.18813447266658
2020-01-01,Machine_L53005,80.32750282884183,C,OP_010,19.91563532642209,54.6861650120814
2020-01-01,Machine_L50216,88.4527235610075,B,OP_016,19.23858634432543,30.250999203957324
2020-01-01,Machine_L50181,97.82871814085557,C,OP_019,26.306037779202036,73.65227170406109
2020-01-01,Machine_15226,80.63077823394623,A,OP_013,17.795676449449708,64.74500755136128
2020-01-01,Machine_23910,95.29610508193588,B,OP_014,16.49715811465391,48.30136705061739
2020-01-01,Machine_L55123,86.18004899714082,C,OP_006,31.680604062672323,46.041604339814
2020-01-01,Machine_L49250,92.20089335905426,A,OP_010,21.454590135452584,64.23219993177189
2020-01-01,Machine_L56548,96.96478236028362,C,OP_010,34.46781606631521,65.62215254756643
2020-01-01,Machine_L47610,92.57606141640366,B,OP_010,15.686169466045936,55.43365881163001
2020-01-01,Machine_L53310,80.36892268757816,B,OP_003,32.46827015056529,44.30684078767955
2020-01-01,Machine_H37496,91.67414474918255,C,OP_012,16.734465601444256,38.922263982160395
2020-01-01,Machine_15522,92.73929062440111,A,OP_007,30.27211584876664,57.266700682651646
2020-01-01,Machine_H34591,86.58478249777936,A,OP_016,15.627995207008286,75.17572593064818
2020-01-01,Machine_18453,88.6775970071396,C,OP_009,30.412035575940358,71.10281499260643
2020-01-01,Machine_20984,90.7249025178521,B,OP_015,31.863260700835806,48.569705173421276
2020-01-01,Machine_H39336,96.2906973831578,C,OP_011,24.04537423082297,44.83237188097597
2020-01-01,Machine_19307,82.81599259131644,A,OP_007,15.831208861562606,74.17519875469267
2020-01-01,Machine_L51996,97.25596683700181,C,OP_002,24.50847456797807,39.486298884755804
2020-01-01,Machine_L48751,82.29228882440876,A,OP_002,29.335150274624027,47.61142623044799
2020-01-01,Machine_L50312,81.35411392622181,C,OP_003,23.416253635350312,41.46479074886109
2020-01-01,Machine_L54373,90.10131808818896,C,OP_007,22.813320540353242,35.48725534555171
2020-01-01,Machine_L52013,98.30401255732467,B,OP_002,29.343285171229297,51.28076207414878
2020-01-01,Machine_21711,80.98192606616803,A,OP_016,33.85680492286113,60.80317589739535
2020-01-01,Machine_L49899,89.54981248776627,C,OP_010,21.283022217173702,61.74079154712409
2020-01-01,Machine_L52840,87.84799832709768,B,OP_013,31.881049317168895,66.73605487806601
2020-01-01,Machine_L48913,93.18007617251274,A,OP_010,22.722730455298134,38.302395331495156
2020-01-01,Machine_L51235,85.00574323274938,B,OP_009,26.12523492989892,64.32765776136958
2020-01-01,Machine_L52566,87.19702964633856,A,OP_012,28.87870205223382,70.26229694984563
